Rank Type,Distinction,Cutoff Value,a,b,c,d,Mean Placement of Host
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
Top 5 Avg,0.602,256928000.0,1.0,0.0,1.0,1.0,0.352795
