Max Rank,Sum Ranks,Top 5 Avg,Max Rank2,Sum Ranks2,Top 5 Avg2,Max Rank3,Sum Ranks3,Top 5 Avg3,Max Rank4,Sum Ranks4,Top 5 Avg4,Max Rank5,Sum Ranks5,Top 5 Avg5,Max Rank6,Sum Ranks6,Top 5 Avg6,Max Rank7,Sum Ranks7,Top 5 Avg7,Max Rank8,Sum Ranks8,Top 5 Avg8,Max Rank9,Sum Ranks9,Top 5 Avg9,Max Rank10,Sum Ranks10,Top 5 Avg10,Max Rank11,Sum Ranks11,Top 5 Avg11,Max Rank12,Sum Ranks12,Top 5 Avg12,Max Rank13,Sum Ranks13,Top 5 Avg13,Max Rank14,Sum Ranks14,Top 5 Avg14,Max Rank15,Sum Ranks15,Top 5 Avg15,Max Rank16,Sum Ranks16,Top 5 Avg16,Max Rank17,Sum Ranks17,Top 5 Avg17,Max Rank18,Sum Ranks18,Top 5 Avg18,Max Rank19,Sum Ranks19,Top 5 Avg19,Max Rank20,Sum Ranks20,Top 5 Avg20,Max Rank21,Sum Ranks21,Top 5 Avg21,Max Rank22,Sum Ranks22,Top 5 Avg22,Max Rank23,Sum Ranks23,Top 5 Avg23,Max Rank24,Sum Ranks24,Top 5 Avg24,Max Rank25,Sum Ranks25,Top 5 Avg25
13268328.705815965,572295066.8340572,6361279.999663369,13.109932570998344,550.3080086484786,6.297969487021057,552451988.7362216,92040288155.36844,454906017.5736815,545.8568657461068,87994.38742165122,437.33300818145244,9728315213922484.0,1.0436202458693811e+17,3122667764954518.5,3173.9444009413432,53242.13140137148,1760.3725255744926,2.345837382808284e+16,9.540160558344414e+16,7011412168296928.0,176048546645579.94,671550204082552.6,52529390774600.53,9997452.546488496,394535812.3949988,4873606.1758203665,240110.4336886407,3754681.067418162,139404.44509018856,7.359517653749528e+17,7.381621090235447e+18,2.3942460625602048e+17,99575.10278390984,3894273.912420271,48538.7858212542,233646518871968.06,945191237857879.9,69858869321307.92,2391.5113377990842,37229.8210066614,1390.8459293305527,7330114580733925.0,7.285529574519704e+16,2378336969827448.0,1.7675472500258902e+16,6.777022578118999e+16,5272171330570838.0,17609340.562203042,901932341.4634211,8485338.847237745,552451988.7362216,92040288155.36844,454906017.5736815,1.863766604623781e-05,0.0006687886146511581,1.0506259164295419e-05,1113038.2959790593,2347444.4633851843,468389.423365473,7.338486574629636e+48,1.7564236014636061e+49,3.153927476538776e+48,2342611329192648.5,3005725138125587.5,578777871651298.9,1560815.1871936866,21153396.537069477,1062649.4743985778,3.0910557497969414e-24,3.093067355112251e-24,6.186134710224483e-25,0.009907972504571256,8.291034240778584,0.009841929753752253
4272687.016113961,884343530.9236822,3559000.660659364,4.226373890906407,835.4291759002232,3.4057282037378114,608587294.924124,157403509883.6219,533713365.44386274,576.6808624970872,148401.32786581607,504.8590421361017,2660954520641618.0,1.3213770473040214e+17,1912510759464773.2,1805.0572356823552,55323.70611743452,688.0252481879583,1955909244441541.2,7.984372715593282e+16,1468384339957350.2,18255854337668.824,602994378795849.8,12872449215992.457,4002508.5242981673,671131006.4938862,3310413.062221466,169707.04988580057,4232990.847152569,58877.471061272605,2.3917285906644576e+17,1.038108300486431e+19,1.7699804025037424e+17,39879.94433703728,6584988.83744309,32621.079930089552,19488166314474.68,783998277188581.0,14489371081707.662,1690.9164994808539,41602.59229653765,585.0652086044682,2349179023975215.5,1.0183857074739869e+17,1737906453093736.2,1832229553465157.0,6.140998638741392e+16,1305511251279900.0,4561103.174882046,1253763160.5209422,4088758.8646781878,608587294.924124,157403509883.6219,533713365.44386274,4.88442823828439e-05,0.0015949171196003658,1.2846111109468794e-05,1782531.1046503223,5372369.026600763,814705.8806386081,2.9165567292274265e+50,3.301264415499512e+50,6.458654372563427e+49,1541225303024706.0,3988417613131569.5,693144836342329.4,1712692.4472501595,56161288.293449506,1317281.6680133368,2.7930646549731638e-25,3.360992688909117e-25,6.602305550280091e-26,0.009872093780948719,25.201290165091017,0.009840852099591384
14125904.718077138,467031793.83549255,6467622.128296348,14.015779094478642,448.2974304911125,6.389609827779992,413993202.5868869,69308822981.56967,361309398.7959242,402.52625948623034,66003.41243313765,347.94458114478687,5628118889411718.0,7.037649336233344e+16,2492728521293490.0,5036.639946322196,53383.74793501447,2401.0727989244538,2.017223018114897e+16,8.128092979171578e+16,6896743437898747.0,199541184104194.0,585511823775002.5,58451893128289.586,14009670.20765278,315391792.0886455,5350103.927270939,500824.4867198885,3648674.2326539797,183148.62545107456,5.5963892277953574e+17,4.889918881694207e+18,2.0707580077937338e+17,139731.68701109802,3111159.3372171745,53256.65916728906,201196724277522.16,805965615019818.0,68727128891049.48,4995.196131569904,36186.79135751711,1828.4523853781695,5581808110967652.0,4.82458959562176e+16,2058501795936289.5,2.0006243694189816e+16,5.902031227981526e+16,5865655461782561.0,14243103.595343353,773795500.7745805,9054146.845547548,413993202.5868869,69308822981.56967,361309398.7959242,1.4463078336891805e-05,0.0006177013313636774,8.674235211642994e-06,756653.6605674671,968238.3214827076,190923.28582180906,8.397162623222187e+49,1.1389606086156627e+50,2.239086581116526e+49,9041505429705850.0,9827738642943786.0,1944095424534911.2,11101743.537723435,32872557.25356809,2833018.0116055985,8.239874161016202e-27,1.0767807510616677e-26,2.1535612820190605e-27,0.009939066702846453,6.771313319605875,0.009856880646625297
3171027.360560261,435154170.8370663,2385840.177352317,3.015400874542206,408.2105892678555,2.2671562800680483,437687506.8030415,77343585338.67706,368199641.5646589,408.5161768689501,72333.38411881542,345.3396036984549,2050571946902386.0,7.303853047425293e+16,1141191977147826.5,342.47845597232805,26815.235589539057,271.68775492026026,1803737545510171.8,4.4759101418540024e+16,855038561618163.2,10055414521421.773,281622510181574.9,5866794014947.929,2173062.0118802786,280635514.61591053,1884334.5161576997,26188.124081216218,1748070.7377592893,20281.283976678456,1.1821473146136554e+17,4.835604747980153e+18,8.133743318260296e+16,21236.70605909202,2746786.835267273,18506.449071767453,17737334970718.98,438541085173153.56,8410398999076.091,258.52138712581944,17136.721499146734,200.4419521343304,1162483031759904.0,4.73186042978239e+16,796592403966348.5,1022550949051702.8,2.8747230836799132e+16,596706093364569.6,5593560.998977042,775642277.2107277,3795138.494516887,437687506.8030415,77343585338.67706,368199641.5646589,4.376298746409451e-06,0.00042624130909712165,2.286211441805814e-06,506359.4365854844,1473979.6967969532,255595.04276737152,5.750328589058934e+49,1.522877098216692e+50,2.9122488031575337e+49,535672027489178.9,2020132803861433.8,327282020056572.56,1570296.4678366592,26602525.551187996,1051026.444366175,3.996621500158029e-29,5.484948115025816e-29,1.0940079945330367e-29,0.009783286730271588,7.111399025742184,0.009761461799966505
5371527.167410921,556018234.9309201,4690471.53948164,5.338884806726005,539.6121635041094,4.655184388632761,380872476.6237932,76689438706.74539,327361089.6073955,369.02903094086514,73967.2685950613,315.8167138885102,1839021919476824.8,7.39508081880081e+16,1352268365176218.0,1302.0312483676935,56530.67646980448,1100.103183242422,3777864403736466.0,7.16622924633229e+16,2854476138875088.5,28853304110233.594,486534176613655.0,22270530606807.99,5087310.396627718,377404734.99409455,4166235.026682797,124075.60872299502,3848947.680702693,96006.23331582375,1.201291036125685e+17,5.076570096456104e+18,1.1557907721410414e+17,50769.84385815717,3736668.7118507186,41559.40287492163,37655315531195.48,711281609381088.8,28484087669639.477,1240.3336901848938,38221.018002532765,957.905441507208,1198852705601246.0,5.024479320151087e+16,1149140484279856.0,2891198846054135.0,4.901965648801763e+16,2232612738789652.5,8771144.517501252,931099376.386522,6540762.93796392,380872476.6237932,76689438706.74539,327361089.6073955,6.694572661785931e-05,0.001463677612456204,4.0175938759264125e-05,1153181.6325167883,3429592.11358501,488751.4148596345,5.691692536218666e+49,1.0584533928643031e+50,1.9566753622409643e+49,2224706890674910.5,7791675191261114.0,1125679505055696.0,3302168.321920181,45456780.45825113,1917836.5252776518,1.3542387834603747e-22,1.7272285098956498e-22,3.436345829478272e-23,0.009970536344347039,13.76834194933574,0.00995616645775883
5900772.143579452,1063982930.7031233,4571467.028212478,5.8970285437617855,1021.2741690096199,4.566643093896151,590621975.9670665,177233409146.28482,531980846.8749197,565.8309586097866,169530.15150374343,508.0531317488355,2393604544382725.0,1.5583829257054074e+17,1914518257333247.5,2288.000931851004,85383.62457939853,1742.3474056884347,6827599982811593.0,1.1637881630921018e+17,3418896883563155.0,34819111890443.24,780774223213713.8,21558517334128.832,3565724.652900131,733415057.366655,3255371.4185683364,137925.3054021908,5779134.7767770905,115393.84965971878,2.146188204713479e+17,1.0998669173734314e+19,1.5744674491026826e+17,35201.032205639116,7233723.620615927,32441.514548805244,68261558097103.27,1151070763470727.5,34177691537410.387,1379.0686547855285,57209.91417235708,1153.5490063603968,2115729645750085.2,1.0844496663541294e+17,1553890899659747.5,3482647838282986.5,7.896513024179843e+16,2157948405674887.5,11568241.653150043,1702369810.5960023,7082033.579732219,590621975.9670665,177233409146.28482,531980846.8749197,5.562170717135015e-06,0.0020987761732171196,4.40253567753439e-06,1243206.2524988002,3487977.186291439,579548.4230798859,1.9383068569770267e+51,1.970617334646814e+51,3.920855518680075e+50,2326246985290311.0,3971262288847572.0,633190924293356.0,3131528.3748014434,47532279.71812077,1437467.3912962587,1.1165358450738224e-23,1.1523978018474341e-23,2.304207198689489e-24,0.009933567944572319,29.775325160903034,0.009885614961692681
7607908.524344076,517390102.8581693,4658300.327681496,7.509012047353034,490.55265485226846,4.59881516414079,374886889.38128215,84972020896.37354,342231912.5992668,354.9227382595348,79925.74595182345,322.76134333578955,3238702986636967.5,8.76875900247366e+16,1476483821029502.0,2977.6606075108075,56179.4241615962,2273.6793047400083,1.2787020336246886e+16,8.39023628081514e+16,5332024053698181.0,57880272114787.26,483610484595066.2,24020542435479.605,3458761.7760103936,333579975.9149126,2766202.3703429042,135964.24785796637,3503858.7533798674,117788.46112575312,1.478838167461791e+17,5.603182852391537e+18,9.00560075162566e+16,34437.093555345906,3276492.1388046215,27481.867420395916,127313716332720.75,828890165143027.1,53137834117313.83,1353.7253580580095,34656.387967891336,1175.271697014565,1472402311119589.5,5.4992543490140184e+16,889050015273065.9,5813326622758177.0,4.899662159110486e+16,2411987809187746.5,16734391.051803198,884075679.5960511,10440445.356221162,374886889.38128215,84972020896.37354,342231912.5992668,9.088639603087002e-06,0.0007123355098483867,8.11625588179495e-06,1426080.4546803175,2104043.8256653226,419613.7275845022,2.355578655764122e+49,6.902518563058467e+49,1.348722236628645e+49,525244987174345.8,1419204632242885.8,267104607451458.5,1559326.526178484,21336045.423110127,1252227.9560370133,2.493903964164934e-28,2.601696908802829e-28,5.203393811584766e-29,0.009770719483173741,7.837416067826696,0.009752000650914465
6288637.091318755,495081462.23071814,5259442.191431633,6.561052111306827,498.2450383983585,5.4791956322975075,307130209.415536,74325466086.79561,277250796.11075747,308.60051534642497,74220.37732085472,277.75470823387525,1684769671928432.0,6.831972129713751e+16,1145677778615743.8,3304.3346064600123,58270.132519868435,2254.1360337655437,4866139586929548.0,6.863602119687347e+16,3750512500539671.0,39546956466310.0,477198321497423.1,28094723317280.434,5039019.642923793,351810788.1084789,3935704.335890097,260172.19677192013,3905551.7224826096,148463.45996008063,1.027983280782493e+17,4.845796143303651e+18,8.356058921149706e+16,51107.546925041745,3524752.0535678156,39901.76136815918,49354135309245.164,690977304121262.6,38020065284958.83,2647.8782859048433,39366.46826479979,1506.277378611339,1042617562218226.5,4.852125909466538e+16,844567597122611.5,3899187154176357.5,4.741697339137428e+16,2771053963470604.5,8992515.681464786,775888733.0791847,7653396.412432743,307130209.415536,74325466086.79561,277250796.11075747,1.6018999192595012e-05,0.0007513853104604973,1.2026207207609596e-05,624446.4088156701,838169.3940435321,164860.8939000991,1.2646815770472488e+48,5.690557167022233e+48,9.471953787861722e+47,602516027143036.2,1071971122666548.5,190057440339257.47,2085059.3085966303,32304210.096412044,1163896.3211961621,7.732142638190944e-24,7.733466968512228e-24,1.5466933936986921e-24,0.010101262267319238,7.561947279794638,0.009990597293429848
3394710.8047154895,456001033.53580976,2800242.9280388015,3.2705547386166702,434.82550807355346,2.6958757969408182,304504757.0396345,69419169334.14258,285022926.61798525,293.367987247668,65993.41803520225,270.9256116035579,1308003770341286.8,6.602558387260554e+16,1005045808616543.0,373.78140903816467,34518.23157246698,349.1310612875169,1476425317026492.0,4.916429602772397e+16,1088828412338823.0,11524061447652.088,329904137162927.1,7983159788615.889,2682814.538303287,313372960.58057725,2132475.347614829,32332.903522545545,2388782.6895480077,24928.828835514236,1.0466239081076224e+17,4.588602322217036e+18,7.483027852827291e+16,26497.009675598656,3084341.4040117953,21065.86145709548,14582020244787.879,484318617292956.1,10752270023709.936,319.734972214001,23542.611786815418,246.4357986366145,1033705588809712.1,4.515193803258338e+16,738818529851078.2,1166807876457588.5,3.349063095657855e+16,808402964133160.6,4707074.16128625,728934172.5748096,3904272.8443423794,304504757.0396345,69419169334.14258,285022926.61798525,9.582770491485728e-06,0.0005392161543125644,5.303414271091235e-06,236995.27505324813,496494.87540588924,99260.21600592797,1.9895088521005657e+49,2.1989060171840123e+49,4.366322092103466e+48,715487057540935.2,1141368200774294.5,226295080595683.66,1479143.9905725888,16495557.327400604,753885.7787893524,9.42172020566809e-28,9.740877497717324e-28,1.9481754995427468e-28,0.00983673038535161,7.065620696875095,0.009795586279229381
8187691.874301911,707456167.6300402,6365112.793885672,8.253897485355436,685.248429009223,6.423234963373355,380960585.5132939,101441438869.97652,362017644.5454365,363.91647815817663,97353.32692403569,347.1548098736588,2422854591512151.5,9.589288588326893e+16,1709806002469458.5,4218.277759592624,98343.8496034611,3479.6300607628446,1.2415645768196778e+16,1.2572118635517818e+17,7710995371373686.0,67038298228509.53,786773636882695.8,41730501503025.36,4578394.172228345,470511266.0101003,4361795.554661596,268428.7263302142,6323651.1689666975,210578.2845368077,1.3012157116121346e+17,6.410127051064303e+18,1.052468883265274e+17,45953.9861876713,4654653.922506707,43687.14979748643,124490202447513.3,1252286620969810.5,77329362295466.69,2694.2568765653323,63016.474899825,2110.911604502063,1304713507382923.5,6.338468302622782e+16,1047236973732521.0,6685857580308994.0,7.903111584099224e+16,4162684931941728.0,16648319.602675224,1209764262.8325672,11753746.88885226,380960585.5132939,101441438869.97652,362017644.5454365,0.0024255255160119415,0.004182580234789272,0.0005038746598841942,237356.00945840144,313381.46079803933,61336.54670760002,4.2750202606055903e+49,4.4551799299089976e+49,8.906543954231359e+48,429816237098672.94,564041835649622.5,110123125424578.45,1068057.8849954123,23592921.875316188,755702.9341040428,2.2802792023958685e-27,2.2810175875589066e-27,4.562033837818709e-28,0.009924725900997034,18.270632546590367,0.009869474195118804
